"","ID","SentType","Token","SentNumber","Group","RT","N","SubStat","Negation","CompTruth","Matrix","order","goal","study","Value","logRT"
"4228","A25CZJEFKXF4UV","T4","ticks",1,"D",322,1,"expert",0,1,"Zoologists know that",2,"ma","cb","Agree",5.77455154554441
"4229","A25CZJEFKXF4UV","T5","oranges",6,"D",784,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",6.66440902035041
"4230","A25CZJEFKXF4UV","T5","oranges",6,"D",784,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",6.66440902035041
"4231","A25CZJEFKXF4UV","T5","vultures",6,"D",1027,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",6.93439720992856
"4232","A25CZJEFKXF4UV","T5","vultures",6,"D",1027,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",6.93439720992856
"4233","A25CZJEFKXF4UV","T6","kiwis",5,"D",617,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Disagree",6.42486902390539
"4234","A25CZJEFKXF4UV","T6","kiwis",5,"D",617,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Disagree",6.42486902390539
"4235","A25CZJEFKXF4UV","T6","pigeons",5,"D",716,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Disagree",6.57368016696065
"4236","A25CZJEFKXF4UV","T6","pigeons",5,"D",716,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Disagree",6.57368016696065
"4237","A25CZJEFKXF4UV","T7","bears",7,"D",339,1,"expert",1,0,"Zoologists don't say that",2,"ma","cb","Agree",5.82600010738045
"4238","A25CZJEFKXF4UV","T7","bears",7,"D",339,1,"expert",1,0,"Zoologists don't say that",2,"ma","cb","Disagree",5.82600010738045
"4239","A25CZJEFKXF4UV","T7","salmon",7,"D",846,1,"expert",1,0,"Zoologists don't say that",2,"ma","cb","Agree",6.74051935960622
"4240","A25CZJEFKXF4UV","T7","salmon",7,"D",846,1,"expert",1,0,"Zoologists don't say that",2,"ma","cb","Disagree",6.74051935960622
"4241","A25CZJEFKXF4UV","T8","monkeys",8,"D",601,1,"novice",0,0,"Babies say that",2,"ma","cb","Disagree",6.39859493453521
"4242","A25CZJEFKXF4UV","T8","monkeys",8,"D",601,1,"novice",0,0,"Babies say that",2,"ma","cb","Disagree",6.39859493453521
"4243","A25CZJEFKXF4UV","T8","tunas",8,"D",369,1,"novice",0,0,"Babies say that",2,"ma","cb","Disagree",5.91079664404053
"4244","A25CZJEFKXF4UV","T8","tunas",8,"D",369,1,"novice",0,0,"Babies say that",2,"ma","cb","Disagree",5.91079664404053
"4245","A25CZJEFKXF4UV","T9","cows",9,"D",865,1,"novice",0,1,"Babies say that",2,"ma","cb","Agree",6.76272950693188
"4246","A25CZJEFKXF4UV","T9","cows",9,"D",865,1,"novice",0,1,"Babies say that",2,"ma","cb","Agree",6.76272950693188
"4247","A25CZJEFKXF4UV","T9","trouts",9,"D",2058,1,"novice",0,1,"Babies say that",2,"ma","cb","Agree",7.62948991639399
"4248","A25CZJEFKXF4UV","T9","trouts",9,"D",2058,1,"novice",0,1,"Babies say that",2,"ma","cb","Agree",7.62948991639399
"4249","A25YZ7RE911DPQ","T1","monkeys",4,"H",716,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Agree",6.57368016696065
"4250","A25YZ7RE911DPQ","T1","monkeys",4,"H",716,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",6.57368016696065
"4251","A25YZ7RE911DPQ","T1","tunas",4,"H",637,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Agree",6.45676965557216
"4252","A25YZ7RE911DPQ","T1","tunas",4,"H",637,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",6.45676965557216
"4253","A25YZ7RE911DPQ","T2","oranges",2,"H",696,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",6.54534966033442
"4254","A25YZ7RE911DPQ","T2","oranges",2,"H",696,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",6.54534966033442
"4255","A25YZ7RE911DPQ","T2","vultures",2,"H",692,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",6.53958595561767
"4256","A25YZ7RE911DPQ","T2","vultures",2,"H",692,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",6.53958595561767
"4257","A25YZ7RE911DPQ","T3","bears",3,"H",958,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.86484777797086
"4258","A25YZ7RE911DPQ","T3","bears",3,"H",958,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Agree",6.86484777797086
"4259","A25YZ7RE911DPQ","T3","salmon",3,"H",578,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.35957386867238
"4260","A25YZ7RE911DPQ","T3","salmon",3,"H",578,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Agree",6.35957386867238
"4261","A25YZ7RE911DPQ","T4","kiwis",1,"H",724,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.58479139238572
"4262","A25YZ7RE911DPQ","T4","kiwis",1,"H",724,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.58479139238572
"4263","A25YZ7RE911DPQ","T4","pigeons",1,"H",492,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.19847871649231
"4264","A25YZ7RE911DPQ","T4","pigeons",1,"H",492,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.19847871649231
"4265","A25YZ7RE911DPQ","T5","cobras",6,"H",563,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",6.33327962813969
"4266","A25YZ7RE911DPQ","T5","cobras",6,"H",563,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",6.33327962813969
"4267","A25YZ7RE911DPQ","T5","ticks",6,"H",625,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",6.4377516497364
"4268","A25YZ7RE911DPQ","T5","ticks",6,"H",625,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",6.4377516497364
"4269","A25YZ7RE911DPQ","T6","cows",5,"H",364,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",5.89715386763674
"4270","A25YZ7RE911DPQ","T6","cows",5,"H",364,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",5.89715386763674
"4271","A25YZ7RE911DPQ","T6","trouts",5,"H",912,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",6.81563999007433
"4272","A25YZ7RE911DPQ","T6","trouts",5,"H",912,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",6.81563999007433
"4273","A25YZ7RE911DPQ","T7","beetles",7,"H",601,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",6.39859493453521
"4274","A25YZ7RE911DPQ","T7","beetles",7,"H",601,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",6.39859493453521
"4275","A25YZ7RE911DPQ","T7","tortoises",7,"H",2181,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",7.68753876620163
"4276","A25YZ7RE911DPQ","T7","tortoises",7,"H",2181,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",7.68753876620163
"4277","A25YZ7RE911DPQ","T8","bees",8,"H",434,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.07304453410041
"4278","A25YZ7RE911DPQ","T8","bees",8,"H",434,1,"novice",0,0,"Babies say that",1,"MS","cb","Agree",6.07304453410041
"4279","A25YZ7RE911DPQ","T8","pythons",8,"H",471,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.15485809401642
"4280","A25YZ7RE911DPQ","T8","pythons",8,"H",471,1,"novice",0,0,"Babies say that",1,"MS","cb","Agree",6.15485809401642
"4281","A25YZ7RE911DPQ","T9","parrots",9,"H",575,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.35437004079735
"4282","A25YZ7RE911DPQ","T9","parrots",9,"H",575,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.35437004079735
"4283","A25YZ7RE911DPQ","T9","watermellon",9,"H",813,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.70073110954781
"4284","A25YZ7RE911DPQ","T9","watermellon",9,"H",813,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.70073110954781
"4285","A266LNUJOVKCDS","T1","parrots",4,"D",313,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",5.74620319054015
"4286","A266LNUJOVKCDS","T1","parrots",4,"D",313,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",5.74620319054015
"4287","A266LNUJOVKCDS","T1","watermellon",4,"D",240,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",5.48063892334199
"4288","A266LNUJOVKCDS","T1","watermellon",4,"D",240,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",5.48063892334199
"4289","A266LNUJOVKCDS","T2","beetles",2,"D",773,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",6.65027904858742
"4290","A266LNUJOVKCDS","T2","beetles",2,"D",773,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",6.65027904858742
"4291","A266LNUJOVKCDS","T2","tortoises",2,"D",367,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Agree",5.90536184805457
"4292","A266LNUJOVKCDS","T2","tortoises",2,"D",367,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",5.90536184805457
"4293","A266LNUJOVKCDS","T3","bees",3,"D",724,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.58479139238572
"4294","A266LNUJOVKCDS","T3","bees",3,"D",724,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.58479139238572
"4295","A266LNUJOVKCDS","T3","pythons",3,"D",312,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",5.74300318780948
"4296","A266LNUJOVKCDS","T3","pythons",3,"D",312,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",5.74300318780948
"4297","A266LNUJOVKCDS","T4","cobras",1,"D",727,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.58892647753352
"4298","A266LNUJOVKCDS","T4","cobras",1,"D",727,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.58892647753352
"4299","A266LNUJOVKCDS","T4","ticks",1,"D",280,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",5.63478960316925
"4300","A266LNUJOVKCDS","T4","ticks",1,"D",280,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",5.63478960316925
"4301","A266LNUJOVKCDS","T5","oranges",6,"D",177,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",5.17614973257383
"4302","A266LNUJOVKCDS","T5","oranges",6,"D",177,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",5.17614973257383
"4303","A266LNUJOVKCDS","T5","vultures",6,"D",41,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",3.71357206670431
"4304","A266LNUJOVKCDS","T5","vultures",6,"D",41,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",3.71357206670431
"4305","A266LNUJOVKCDS","T6","kiwis",5,"D",303,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Disagree",5.71373280550937
"4306","A266LNUJOVKCDS","T6","kiwis",5,"D",303,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",5.71373280550937
"4307","A266LNUJOVKCDS","T6","pigeons",5,"D",185,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Disagree",5.22035582507832
"4308","A266LNUJOVKCDS","T6","pigeons",5,"D",185,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",5.22035582507832
"4309","A266LNUJOVKCDS","T7","bears",7,"D",650,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",6.47697236288968
"4310","A266LNUJOVKCDS","T7","bears",7,"D",650,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",6.47697236288968
"4311","A266LNUJOVKCDS","T7","salmon",7,"D",125,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",4.8283137373023
"4312","A266LNUJOVKCDS","T7","salmon",7,"D",125,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",4.8283137373023
"4313","A266LNUJOVKCDS","T8","monkeys",8,"D",586,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.37331978957701
"4314","A266LNUJOVKCDS","T8","monkeys",8,"D",586,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.37331978957701
"4315","A266LNUJOVKCDS","T8","tunas",8,"D",54,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",3.98898404656427
"4316","A266LNUJOVKCDS","T8","tunas",8,"D",54,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",3.98898404656427
"4317","A266LNUJOVKCDS","T9","cows",9,"D",750,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.62007320653036
"4318","A266LNUJOVKCDS","T9","cows",9,"D",750,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",6.62007320653036
"4319","A266LNUJOVKCDS","T9","trouts",9,"D",160,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",5.07517381523383
"4320","A266LNUJOVKCDS","T9","trouts",9,"D",160,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",5.07517381523383
"4321","A26NGLGGFTATVN","T1","bears",4,"G",1243,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",7.12528309151071
"4322","A26NGLGGFTATVN","T1","bears",4,"G",1243,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Agree",7.12528309151071
"4323","A26NGLGGFTATVN","T1","salmon",4,"G",751,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",6.62140565176413
"4324","A26NGLGGFTATVN","T1","salmon",4,"G",751,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Agree",6.62140565176413
"4325","A26NGLGGFTATVN","T2","kiwis",2,"G",400,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",5.99146454710798
"4326","A26NGLGGFTATVN","T2","kiwis",2,"G",400,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",5.99146454710798
"4327","A26NGLGGFTATVN","T2","pigeons",2,"G",412,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",6.02102334934953
"4328","A26NGLGGFTATVN","T2","pigeons",2,"G",412,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",6.02102334934953
"4329","A26NGLGGFTATVN","T3","oranges",3,"G",610,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.41345895716736
"4330","A26NGLGGFTATVN","T3","oranges",3,"G",610,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",6.41345895716736
"4331","A26NGLGGFTATVN","T3","vultures",3,"G",1241,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.12367278520461
"4332","A26NGLGGFTATVN","T3","vultures",3,"G",1241,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.12367278520461
"4333","A26NGLGGFTATVN","T4","parrots",1,"G",1161,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",7.05703698169789
"4334","A26NGLGGFTATVN","T4","parrots",1,"G",1161,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",7.05703698169789
"4335","A26NGLGGFTATVN","T4","watermellon",1,"G",379,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",5.93753620508243
"4336","A26NGLGGFTATVN","T4","watermellon",1,"G",379,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",5.93753620508243
"4337","A26NGLGGFTATVN","T5","cows",6,"G",1383,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",7.23201033166476
"4338","A26NGLGGFTATVN","T5","cows",6,"G",1383,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",7.23201033166476
"4339","A26NGLGGFTATVN","T5","trouts",6,"G",1112,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",7.01391547481053
"4340","A26NGLGGFTATVN","T5","trouts",6,"G",1112,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",7.01391547481053
"4341","A26NGLGGFTATVN","T6","monkeys",5,"G",2535,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Disagree",7.83794891602528
"4342","A26NGLGGFTATVN","T6","monkeys",5,"G",2535,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",7.83794891602528
"4343","A26NGLGGFTATVN","T6","tunas",5,"G",813,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Disagree",6.70073110954781
"4344","A26NGLGGFTATVN","T6","tunas",5,"G",813,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",6.70073110954781
"4345","A26NGLGGFTATVN","T7","cobras",7,"G",530,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",6.27287700654617
"4346","A26NGLGGFTATVN","T7","cobras",7,"G",530,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",6.27287700654617
"4347","A26NGLGGFTATVN","T7","ticks",7,"G",1412,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Disagree",7.25276241805319
"4348","A26NGLGGFTATVN","T7","ticks",7,"G",1412,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",7.25276241805319
"4349","A26NGLGGFTATVN","T8","beetles",8,"G",1111,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",7.01301578963963
"4350","A26NGLGGFTATVN","T8","beetles",8,"G",1111,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",7.01301578963963
"4351","A26NGLGGFTATVN","T8","tortoises",8,"G",430,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.06378520868761
"4352","A26NGLGGFTATVN","T8","tortoises",8,"G",430,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.06378520868761
"4353","A26NGLGGFTATVN","T9","bees",9,"G",543,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",6.29710931993394
"4354","A26NGLGGFTATVN","T9","bees",9,"G",543,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",6.29710931993394
"4355","A26NGLGGFTATVN","T9","pythons",9,"G",2501,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",7.82444593087762
"4356","A26NGLGGFTATVN","T9","pythons",9,"G",2501,1,"novice",0,1,"Babies say that",1,"MS","cb","Agree",7.82444593087762
"4357","A2A4Q3XU50SBE2","T1","kiwis",4,"E",983,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",6.89060912014717
"4358","A2A4Q3XU50SBE2","T1","kiwis",4,"E",983,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",6.89060912014717
"4359","A2A4Q3XU50SBE2","T1","pigeons",4,"E",2419,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",7.79110951061003
"4360","A2A4Q3XU50SBE2","T1","pigeons",4,"E",2419,1,"expert",1,0,"Zoologists don't know that",1,"MS","cb","Disagree",7.79110951061003
"4361","A2A4Q3XU50SBE2","T2","bees",2,"E",1291,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",7.16317239084664
"4362","A2A4Q3XU50SBE2","T2","bees",2,"E",1291,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",7.16317239084664
"4363","A2A4Q3XU50SBE2","T2","pythons",2,"E",899,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",6.80128303447162
"4364","A2A4Q3XU50SBE2","T2","pythons",2,"E",899,1,"expert",0,0,"Zoologists know that",1,"MS","cb","Disagree",6.80128303447162
"4365","A2A4Q3XU50SBE2","T3","parrots",3,"E",2623,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.87207397986687
"4366","A2A4Q3XU50SBE2","T3","parrots",3,"E",2623,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.87207397986687
"4367","A2A4Q3XU50SBE2","T3","watermellon",3,"E",1891,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.54486106865846
"4368","A2A4Q3XU50SBE2","T3","watermellon",3,"E",1891,1,"expert",1,1,"Zoologists don't know that",1,"MS","cb","Disagree",7.54486106865846
"4369","A2A4Q3XU50SBE2","T4","beetles",1,"E",2097,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",7.64826303090192
"4370","A2A4Q3XU50SBE2","T4","beetles",1,"E",2097,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",7.64826303090192
"4371","A2A4Q3XU50SBE2","T4","tortoises",1,"E",784,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.66440902035041
"4372","A2A4Q3XU50SBE2","T4","tortoises",1,"E",784,1,"expert",0,1,"Zoologists know that",1,"MS","cb","Agree",6.66440902035041
"4373","A2A4Q3XU50SBE2","T5","bears",6,"E",9081,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",9.11393959768983
"4374","A2A4Q3XU50SBE2","T5","bears",6,"E",9081,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",9.11393959768983
"4375","A2A4Q3XU50SBE2","T5","salmon",6,"E",1667,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Disagree",7.41878088275079
"4376","A2A4Q3XU50SBE2","T5","salmon",6,"E",1667,1,"novice",1,0,"Babies don't know that",1,"MS","cb","Agree",7.41878088275079
"4377","A2A4Q3XU50SBE2","T6","oranges",5,"E",725,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",6.58617165485467
"4378","A2A4Q3XU50SBE2","T6","oranges",5,"E",725,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",6.58617165485467
"4379","A2A4Q3XU50SBE2","T6","vultures",5,"E",5339,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",8.58279364850019
"4380","A2A4Q3XU50SBE2","T6","vultures",5,"E",5339,1,"novice",1,1,"Babies don't know that",1,"MS","cb","Agree",8.58279364850019
"4381","A2A4Q3XU50SBE2","T7","monkeys",7,"E",2851,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",7.95542508891267
"4382","A2A4Q3XU50SBE2","T7","monkeys",7,"E",2851,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",7.95542508891267
"4383","A2A4Q3XU50SBE2","T7","tunas",7,"E",12212,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",9.41017435385477
"4384","A2A4Q3XU50SBE2","T7","tunas",7,"E",12212,1,"expert",1,0,"Zoologists don't say that",1,"MS","cb","Agree",9.41017435385477
"4385","A2A4Q3XU50SBE2","T8","cows",8,"E",570,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.3456363608286
"4386","A2A4Q3XU50SBE2","T8","cows",8,"E",570,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",6.3456363608286
"4387","A2A4Q3XU50SBE2","T8","trouts",8,"E",1369,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",7.22183582528845
"4388","A2A4Q3XU50SBE2","T8","trouts",8,"E",1369,1,"novice",0,0,"Babies say that",1,"MS","cb","Disagree",7.22183582528845
"4389","A2A4Q3XU50SBE2","T9","cobras",9,"E",1614,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",7.38647084882989
"4390","A2A4Q3XU50SBE2","T9","cobras",9,"E",1614,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",7.38647084882989
"4391","A2A4Q3XU50SBE2","T9","ticks",9,"E",11354,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",9.33732538373067
"4392","A2A4Q3XU50SBE2","T9","ticks",9,"E",11354,1,"novice",0,1,"Babies say that",1,"MS","cb","Disagree",9.33732538373067
"4393","A2APG8MSLJ6G2K","T1","cows",4,"I",1661,1,"expert",1,0,"Zoologists don't know that",2,"ma","cb","Disagree",7.41517510961329
"4394","A2APG8MSLJ6G2K","T1","cows",4,"I",1661,1,"expert",1,0,"Zoologists don't know that",2,"ma","cb","Agree",7.41517510961329
"4395","A2APG8MSLJ6G2K","T1","trouts",4,"I",2020,1,"expert",1,0,"Zoologists don't know that",2,"ma","cb","Disagree",7.61085279039525
"4396","A2APG8MSLJ6G2K","T1","trouts",4,"I",2020,1,"expert",1,0,"Zoologists don't know that",2,"ma","cb","Agree",7.61085279039525
"4397","A2APG8MSLJ6G2K","T2","bears",2,"I",828,1,"expert",0,0,"Zoologists know that",2,"ma","cb","Disagree",6.71901315438526
"4398","A2APG8MSLJ6G2K","T2","bears",2,"I",828,1,"expert",0,0,"Zoologists know that",2,"ma","cb","Disagree",6.71901315438526
"4399","A2APG8MSLJ6G2K","T2","salmon",2,"I",842,1,"expert",0,0,"Zoologists know that",2,"ma","cb","Disagree",6.73578001424233
"4400","A2APG8MSLJ6G2K","T2","salmon",2,"I",842,1,"expert",0,0,"Zoologists know that",2,"ma","cb","Disagree",6.73578001424233
"4401","A2APG8MSLJ6G2K","T3","monkeys",3,"I",1045,1,"expert",1,1,"Zoologists don't know that",2,"ma","cb","Disagree",6.95177216439891
"4402","A2APG8MSLJ6G2K","T3","monkeys",3,"I",1045,1,"expert",1,1,"Zoologists don't know that",2,"ma","cb","Disagree",6.95177216439891
"4403","A2APG8MSLJ6G2K","T3","tunas",3,"I",1162,1,"expert",1,1,"Zoologists don't know that",2,"ma","cb","Disagree",7.05789793741186
"4404","A2APG8MSLJ6G2K","T3","tunas",3,"I",1162,1,"expert",1,1,"Zoologists don't know that",2,"ma","cb","Disagree",7.05789793741186
"4405","A2APG8MSLJ6G2K","T4","oranges",1,"I",1427,1,"expert",0,1,"Zoologists know that",2,"ma","cb","Agree",7.26332961747684
"4406","A2APG8MSLJ6G2K","T4","oranges",1,"I",1427,1,"expert",0,1,"Zoologists know that",2,"ma","cb","Agree",7.26332961747684
"4407","A2APG8MSLJ6G2K","T4","vultures",1,"I",1440,1,"expert",0,1,"Zoologists know that",2,"ma","cb","Agree",7.27239839257005
"4408","A2APG8MSLJ6G2K","T4","vultures",1,"I",1440,1,"expert",0,1,"Zoologists know that",2,"ma","cb","Agree",7.27239839257005
"4409","A2APG8MSLJ6G2K","T5","beetles",6,"I",729,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",6.59167373200866
"4410","A2APG8MSLJ6G2K","T5","beetles",6,"I",729,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Agree",6.59167373200866
"4411","A2APG8MSLJ6G2K","T5","tortoises",6,"I",1702,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Disagree",7.43955930913332
"4412","A2APG8MSLJ6G2K","T5","tortoises",6,"I",1702,1,"novice",1,0,"Babies don't know that",2,"ma","cb","Agree",7.43955930913332
"4413","A2APG8MSLJ6G2K","T6","cobras",5,"I",5354,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Agree",8.5855992240803
"4414","A2APG8MSLJ6G2K","T6","cobras",5,"I",5354,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Agree",8.5855992240803
"4415","A2APG8MSLJ6G2K","T6","ticks",5,"I",1325,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Agree",7.18916773842032
"4416","A2APG8MSLJ6G2K","T6","ticks",5,"I",1325,1,"novice",1,1,"Babies don't know that",2,"ma","cb","Agree",7.18916773842032
"4417","A2APG8MSLJ6G2K","T7","bees",7,"I",1589,1,"expert",1,0,"Zoologists don't say that",2,"ma","cb","Disagree",7.37086016653672
