,Token,MatchingCategory,MismatchingCategory,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,Group,SentType,Verb,Embedded
646,doves,birds,reptiles,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
647,doves,birds,reptiles,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
648,cats,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
649,cats,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
650,cats,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
651,cats,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
652,cats,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
653,cats,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
654,cats,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
655,cats,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
656,cats,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
657,cats,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
658,cats,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
659,cats,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
660,cats,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
661,cats,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
662,cats,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
663,cats,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
664,cats,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
665,cats,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
666,cats,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
667,cats,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
668,cats,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
669,cats,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
670,cats,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
671,cats,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
672,cats,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
673,cats,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
674,cats,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
675,cats,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
676,cats,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
677,cats,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
678,cats,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
679,cats,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
680,cats,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
681,cats,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
682,cats,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
683,cats,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
684,horses,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
685,horses,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
686,horses,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
687,horses,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
688,horses,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
689,horses,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
690,horses,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
691,horses,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
692,horses,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
693,horses,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
694,horses,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
695,horses,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
696,horses,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
697,horses,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
698,horses,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
699,horses,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
700,horses,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
701,horses,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
702,horses,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
703,horses,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
704,horses,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
705,horses,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
706,horses,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
707,horses,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
708,horses,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
709,horses,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
710,horses,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
711,horses,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
712,horses,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
713,horses,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
714,horses,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
715,horses,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
716,horses,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
717,horses,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
718,horses,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
719,horses,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
720,dogs,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
721,dogs,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
722,dogs,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
723,dogs,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
724,dogs,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
725,dogs,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
726,dogs,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
727,dogs,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
728,dogs,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
729,dogs,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
730,dogs,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
731,dogs,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
732,dogs,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
733,dogs,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
734,dogs,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
735,dogs,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
736,dogs,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
737,dogs,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
738,dogs,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
739,dogs,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
740,dogs,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
741,dogs,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
742,dogs,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
743,dogs,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
744,dogs,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
745,dogs,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
746,dogs,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
747,dogs,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
748,dogs,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
749,dogs,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
750,dogs,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
751,dogs,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
752,dogs,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
753,dogs,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
754,dogs,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
755,dogs,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
756,pigs,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
757,pigs,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
758,pigs,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
759,pigs,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
760,pigs,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
761,pigs,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
762,pigs,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
763,pigs,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
764,pigs,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
765,pigs,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
766,pigs,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
767,pigs,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
768,pigs,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
769,pigs,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
770,pigs,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
771,pigs,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
772,pigs,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
773,pigs,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
774,pigs,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
775,pigs,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
776,pigs,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
777,pigs,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
778,pigs,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
779,pigs,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
780,pigs,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
781,pigs,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
782,pigs,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
783,pigs,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
784,pigs,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
785,pigs,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
786,pigs,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
787,pigs,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
788,pigs,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
789,pigs,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
790,pigs,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
791,pigs,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
792,elephants,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
793,elephants,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
794,elephants,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
795,elephants,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
796,elephants,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
797,elephants,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
798,elephants,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
799,elephants,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
800,elephants,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
801,elephants,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
802,elephants,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
803,elephants,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
804,elephants,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
805,elephants,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
806,elephants,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
807,elephants,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
808,elephants,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
809,elephants,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
810,elephants,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
811,elephants,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
812,elephants,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
813,elephants,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
814,elephants,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
815,elephants,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
816,elephants,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
817,elephants,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
818,elephants,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
819,elephants,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
820,elephants,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
821,elephants,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
822,elephants,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
823,elephants,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
824,elephants,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
825,elephants,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
826,elephants,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
827,elephants,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
828,sheep,mammals,fruit,1,some,,Matching,Token,Category,,T1,none,0
829,sheep,mammals,fruit,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
830,sheep,mammals,fruit,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
831,sheep,mammals,fruit,4,some,,Mismatching,Token,Category,,T3,none,0
832,sheep,mammals,fruit,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
833,sheep,mammals,fruit,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
834,sheep,mammals,fruit,7,some,,Matching,Category,Token,,T2,none,0
835,sheep,mammals,fruit,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
836,sheep,mammals,fruit,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
837,sheep,mammals,fruit,10,all,,Matching,Token,Category,,T4,none,0
838,sheep,mammals,fruit,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
839,sheep,mammals,fruit,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
840,sheep,mammals,fruit,13,all,,Mismatching,Token,Category,,T6,none,0
841,sheep,mammals,fruit,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
842,sheep,mammals,fruit,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
843,sheep,mammals,fruit,16,all,,Matching,Category,Token,,T5,none,0
844,sheep,mammals,fruit,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
845,sheep,mammals,fruit,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
846,sheep,mammals,fruit,19,some,,Matching,Token,Category,,T1,none,0
847,sheep,mammals,fruit,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
848,sheep,mammals,fruit,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
849,sheep,mammals,fruit,22,some,,Mismatching,Token,Category,,T3,none,0
850,sheep,mammals,fruit,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
851,sheep,mammals,fruit,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
852,sheep,mammals,fruit,25,some,,Matching,Category,Token,,T2,none,0
853,sheep,mammals,fruit,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
854,sheep,mammals,fruit,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
855,sheep,mammals,fruit,28,all,,Matching,Token,Category,,T4,none,0
856,sheep,mammals,fruit,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
857,sheep,mammals,fruit,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
858,sheep,mammals,fruit,31,all,,Mismatching,Token,Category,,T6,none,0
859,sheep,mammals,fruit,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
860,sheep,mammals,fruit,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
861,sheep,mammals,fruit,34,all,,Matching,Category,Token,,T5,none,0
862,sheep,mammals,fruit,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
863,sheep,mammals,fruit,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
864,wasps,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
865,wasps,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
866,wasps,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
867,wasps,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
868,wasps,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
869,wasps,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
870,wasps,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
871,wasps,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
872,wasps,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
873,wasps,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
874,wasps,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
875,wasps,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
876,wasps,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
877,wasps,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
878,wasps,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
879,wasps,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
880,wasps,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
881,wasps,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
882,wasps,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
883,wasps,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
884,wasps,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
885,wasps,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
886,wasps,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
887,wasps,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
888,wasps,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
889,wasps,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
890,wasps,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
891,wasps,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
892,wasps,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
893,wasps,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
894,wasps,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
895,wasps,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
896,wasps,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
897,wasps,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
898,wasps,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
899,wasps,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
900,cockroaches,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
901,cockroaches,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
902,cockroaches,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
903,cockroaches,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
904,cockroaches,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
905,cockroaches,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
906,cockroaches,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
907,cockroaches,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
908,cockroaches,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
909,cockroaches,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
910,cockroaches,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
911,cockroaches,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
912,cockroaches,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
913,cockroaches,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
914,cockroaches,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
915,cockroaches,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
916,cockroaches,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
917,cockroaches,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
918,cockroaches,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
919,cockroaches,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
920,cockroaches,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
921,cockroaches,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
922,cockroaches,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
923,cockroaches,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
924,cockroaches,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
925,cockroaches,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
926,cockroaches,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
927,cockroaches,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
928,cockroaches,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
929,cockroaches,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
930,cockroaches,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
931,cockroaches,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
932,cockroaches,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
933,cockroaches,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
934,cockroaches,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
935,cockroaches,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
936,cicadas,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
937,cicadas,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
938,cicadas,insects,fishes,3,some,Zoologists says that,Matching,Token,Category,,T1,say,1
939,cicadas,insects,fishes,4,some,,Mismatching,Token,Category,,T3,none,0
940,cicadas,insects,fishes,5,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
941,cicadas,insects,fishes,6,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
942,cicadas,insects,fishes,7,some,,Matching,Category,Token,,T2,none,0
943,cicadas,insects,fishes,8,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
944,cicadas,insects,fishes,9,some,Zoologists says that,Matching,Category,Token,,T2,say,1
945,cicadas,insects,fishes,10,all,,Matching,Token,Category,,T4,none,0
946,cicadas,insects,fishes,11,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
947,cicadas,insects,fishes,12,all,Zoologists says that,Matching,Token,Category,,T4,say,1
948,cicadas,insects,fishes,13,all,,Mismatching,Token,Category,,T6,none,0
949,cicadas,insects,fishes,14,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
950,cicadas,insects,fishes,15,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
951,cicadas,insects,fishes,16,all,,Matching,Category,Token,,T5,none,0
952,cicadas,insects,fishes,17,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
953,cicadas,insects,fishes,18,all,Zoologists says that,Matching,Category,Token,,T5,say,1
954,cicadas,insects,fishes,19,some,,Matching,Token,Category,,T1,none,0
955,cicadas,insects,fishes,20,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
956,cicadas,insects,fishes,21,some,Zoologists says that,Matching,Token,Category,,T1,say,1
957,cicadas,insects,fishes,22,some,,Mismatching,Token,Category,,T3,none,0
958,cicadas,insects,fishes,23,some,Zoologists knows that,Mismatching,Token,Category,,T3,know,1
959,cicadas,insects,fishes,24,some,Zoologists says that,Mismatching,Token,Category,,T3,say,1
960,cicadas,insects,fishes,25,some,,Matching,Category,Token,,T2,none,0
961,cicadas,insects,fishes,26,some,Zoologists knows that,Matching,Category,Token,,T2,know,1
962,cicadas,insects,fishes,27,some,Zoologists says that,Matching,Category,Token,,T2,say,1
963,cicadas,insects,fishes,28,all,,Matching,Token,Category,,T4,none,0
964,cicadas,insects,fishes,29,all,Zoologists knows that,Matching,Token,Category,,T4,know,1
965,cicadas,insects,fishes,30,all,Zoologists says that,Matching,Token,Category,,T4,say,1
966,cicadas,insects,fishes,31,all,,Mismatching,Token,Category,,T6,none,0
967,cicadas,insects,fishes,32,all,Zoologists knows that,Mismatching,Token,Category,,T6,know,1
968,cicadas,insects,fishes,33,all,Zoologists says that,Mismatching,Token,Category,,T6,say,1
969,cicadas,insects,fishes,34,all,,Matching,Category,Token,,T5,none,0
970,cicadas,insects,fishes,35,all,Zoologists knows that,Matching,Category,Token,,T5,know,1
971,cicadas,insects,fishes,36,all,Zoologists says that,Matching,Category,Token,,T5,say,1
972,ants,insects,fishes,1,some,,Matching,Token,Category,,T1,none,0
973,ants,insects,fishes,2,some,Zoologists knows that,Matching,Token,Category,,T1,know,1
