,Study,SentNumber,Quantifier,Matrix,WhichCategory,Subject,Predicate,SentType,Verb,Embedded,Token,MatchingCategory,MismatchingCategory,Group
303,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,peaches,fruit,insects,H
304,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,sparrows,birds,reptiles,I
305,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,pears,fruit,insects,I
306,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,doves,birds,reptiles,J
307,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,plums,fruit,insects,J
308,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,alligators,reptiles,mamals,K
309,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,cats,mammals,fruit,K
310,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,crocodiles,reptiles,mamals,L
311,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,horses,mammals,fruit,L
312,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,chameleons,reptiles,mamals,M
313,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,dogs,mammals,fruit,M
314,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,iguanas,reptiles,mamals,N
315,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,pigs,mammals,fruit,N
316,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,lizards,reptiles,mamals,O
317,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,elephants,mammals,fruit,O
318,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,geckos,reptiles,mamals,P
319,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,sheep,mammals,fruit,P
320,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,anchovies,fishes,birds,Q
321,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,wasps,insects,fishes,Q
322,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,carp,fishes,birds,R
323,BN,9,some,Zoologists say that,Matching,Category,Token,T2,say,1,cockroaches,insects,fishes,R
324,BN,10,all,,Matching,Token,Category,T4,none,0,piranhas,fishes,birds,A
325,BN,10,all,,Matching,Token,Category,T4,none,0,ants,insects,fishes,A
326,BN,10,all,,Matching,Token,Category,T4,none,0,mackerels,fishes,birds,B
327,BN,10,all,,Matching,Token,Category,T4,none,0,flies,insects,fishes,B
328,BN,10,all,,Matching,Token,Category,T4,none,0,herring,fishes,birds,C
329,BN,10,all,,Matching,Token,Category,T4,none,0,mosquitos,insects,fishes,C
330,BN,10,all,,Matching,Token,Category,T4,none,0,eagles,birds,reptiles,D
331,BN,10,all,,Matching,Token,Category,T4,none,0,strawberries,fruit,insects,D
332,BN,10,all,,Matching,Token,Category,T4,none,0,canaries,birds,reptiles,E
333,BN,10,all,,Matching,Token,Category,T4,none,0,bananas,fruit,insects,E
334,BN,10,all,,Matching,Token,Category,T4,none,0,crows,birds,reptiles,F
335,BN,10,all,,Matching,Token,Category,T4,none,0,apples,fruit,insects,F
336,BN,10,all,,Matching,Token,Category,T4,none,0,owls,birds,reptiles,G
337,BN,10,all,,Matching,Token,Category,T4,none,0,peaches,fruit,insects,G
338,BN,10,all,,Matching,Token,Category,T4,none,0,sparrows,birds,reptiles,H
339,BN,10,all,,Matching,Token,Category,T4,none,0,pears,fruit,insects,H
340,BN,10,all,,Matching,Token,Category,T4,none,0,doves,birds,reptiles,I
341,BN,10,all,,Matching,Token,Category,T4,none,0,plums,fruit,insects,I
342,BN,10,all,,Matching,Token,Category,T4,none,0,alligators,reptiles,mamals,J
343,BN,10,all,,Matching,Token,Category,T4,none,0,cats,mammals,fruit,J
